-0,05290
-0,06046
-0,07558
-0,08314
-0,09825
-0,10581
-0,12092
-0,12848
-0,13604
-0,15116
-0,15871
-0,15871
-0,16627
-0,16627
-0,16627
-0,16627
-0,16627
-0,15871
-0,15871
-0,15116
-0,14360
-0,14360
-0,13604
-0,12848
-0,12848
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09825
-0,09825
-0,09069
-0,09825
-0,09069
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,04535
-0,05290
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09825
-0,10581
-0,11337
-0,11337
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,04535
-0,04535
-0,05290
-0,06046
-0,06046
-0,06802
-0,08314
-0,09069
-0,09825
-0,10581
-0,11337
-0,12092
-0,12848
-0,12848
-0,13604
-0,13604
-0,13604
-0,14360
-0,13604
-0,13604
-0,13604
-0,12848
-0,12848
-0,12092
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,04535
-0,04535
-0,04535
-0,05290
-0,05290
-0,06046
-0,07558
-0,08314
-0,09825
-0,11337
-0,12092
-0,13604
-0,15116
-0,15871
-0,17383
-0,18139
-0,18894
-0,19650
-0,20406
-0,20406
-0,20406
-0,20406
-0,20406
-0,19650
-0,18894
-0,18894
-0,18139
-0,17383
-0,16627
-0,15871
-0,15116
-0,14360
-0,14360
-0,13604
-0,12848
-0,12848
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,11337
-0,11337
-0,11337
-0,11337
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,05290
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,09825
-0,09825
-0,10581
-0,11337
-0,11337
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,10581
-0,11337
-0,12092
-0,12848
-0,13604
-0,14360
-0,14360
-0,14360
-0,14360
-0,14360
-0,14360
-0,13604
-0,12848
-0,12092
-0,12092
-0,11337
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,04535
-0,04535
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,10581
-0,11337
-0,12092
-0,12848
-0,13604
-0,14360
-0,14360
-0,14360
-0,15116
-0,14360
-0,14360
-0,14360
-0,13604
-0,13604
-0,12848
-0,12848
-0,12092
-0,11337
-0,11337
-0,10581
-0,09825
-0,09825
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,04535
-0,05290
-0,05290
-0,06046
-0,06802
-0,08314
-0,09069
-0,10581
-0,12092
-0,12848
-0,14360
-0,15871
-0,16627
-0,18139
-0,18139
-0,18894
-0,18894
-0,19650
-0,18894
-0,18894
-0,18139
-0,17383
-0,17383
-0,16627
-0,15871
-0,15116
-0,14360
-0,14360
-0,13604
-0,12848
-0,12848
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,11337
-0,11337
-0,11337
-0,11337
-0,11337
-0,11337
-0,10581
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,04535
-0,04535
-0,05290
-0,06046
-0,07558
-0,08314
-0,09825
-0,11337
-0,12092
-0,13604
-0,15116
-0,15871
-0,16627
-0,17383
-0,18139
-0,18894
-0,18894
-0,18894
-0,18894
-0,18894
-0,18139
-0,17383
-0,16627
-0,16627
-0,15871
-0,15116
-0,14360
-0,13604
-0,12848
-0,12848
-0,12092
-0,11337
-0,10581
-0,10581
-0,10581
-0,10581
-0,10581
-0,09825
-0,09825
-0,09825
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,09825
-0,10581
-0,11337
-0,12092
-0,12848
-0,13604
-0,14360
-0,14360
-0,14360
-0,15116
-0,14360
-0,14360
-0,14360
-0,14360
-0,13604
-0,13604
-0,12848
-0,12848
-0,12092
-0,12092
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09825
-0,10581
-0,11337
-0,12092
-0,12848
-0,12848
-0,13604
-0,13604
-0,13604
-0,13604
-0,13604
-0,13604
-0,12848
-0,12848
-0,12092
-0,12092
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,10581
-0,11337
-0,12092
-0,12092
-0,12848
-0,12848
-0,12848
-0,12848
-0,12848
-0,12848
-0,12848
-0,12092
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,09825
-0,10581
-0,11337
-0,12092
-0,12848
-0,13604
-0,13604
-0,13604
-0,13604
-0,13604
-0,13604
-0,12848
-0,12848
-0,12848
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,04535
-0,04535
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09825
-0,10581
-0,11337
-0,12848
-0,13604
-0,14360
-0,15116
-0,15871
-0,16627
-0,17383
-0,17383
-0,17383
-0,17383
-0,17383
-0,16627
-0,16627
-0,15871
-0,15116
-0,14360
-0,14360
-0,13604
-0,12848
-0,12092
-0,11337
-0,11337
-0,10581
-0,10581
-0,09825
-0,09825
-0,09825
-0,09825
-0,09825
-0,09825
-0,09825
-0,09069
-0,09069
-0,09069
-0,08314
-0,08314
-0,08314
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03779
-0,03779
-0,04535
-0,04535
-0,05290
-0,06046
-0,06802
-0,07558
-0,08314
-0,09069
-0,09825
-0,10581
-0,11337
-0,11337
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,12092
-0,11337
-0,11337
-0,10581
-0,09825
-0,09825
-0,09069
-0,09069
-0,08314
-0,08314
-0,07558
-0,07558
-0,07558
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06802
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,06046
-0,05290
-0,05290
-0,05290
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,04535
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03779
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
-0,03023
